zip_code,1998,2001,2004,2005,2006,2007,2010,2011,2012,2013,2014,Total
21758,71508,88395,114103,128391,134637,148526,147780,151714,154594,150694,161731,1452073
21766,6536,8909,9814,10609,10824,11557,11944,10900,11754,11963,11681,116491
21767,23345,23787,26183,27398,27688,28359,29032,28724,28309,28255,26401,297481
21769,237930,325829,395974,458144,453792,473194,477595,479544,516409,508986,519631,4847028
21770,135439,161243,183796,201825,193286,206233,202399,204227,207110,212339,225734,2133631
21771,604751,820060,981817,1058737,1105044,1174048,1180163,1213687,1257599,1287544,1314939,11998389
21773,105536,132498,148609,160883,164329,178043,180886,182249,188199,191323,195444,1827999
21774,206031,285794,361767,392215,407344,447724,473607,497432,534009,556067,600714,4762704
21776,103615,127502,146695,153443,164358,172683,174891,175118,186340,186624,200246,1791515
21777,20833,27743,31061,35506,41837,47935,63440,66991,72804,74142,75539,557831
21778,18567,40742,25255,26906,29488,31692,30111,29842,29153,29183,28848,319787
21779,16854,20811,24897,25510,26121,28509,30630,29309,30077,32483,30815,296016
21780,26236,30514,33770,34775,36358,37932,46293,38451,39262,39541,41680,404812
21782,64689,74875,90792,96688,100544,104390,106467,105624,109968,112339,111298,1077674
21783,134096,187659,194728,207471,217594,232460,230595,235699,240647,244496,254259,2379704
21784,802122,1004551,1163638,1214624,1302567,1405126,1438939,1480037,1578536,1592027,1643385,14625552
21787,139027,166287,206004,220929,242967,265091,249369,251613,257181,263569,273204,2535241
21788,198679,244838,281372,301275,322848,337948,326627,330921,337733,349366,358938,3390545
21791,87456,100315,119240,127859,130343,140749,135756,136363,140271,142550,145724,1406626
21793,196254,237183,260775,275919,291978,314503,314055,320796,325600,327288,336285,3200636
21794,95715,95233,122085,126649,141082,158537,153132,157002,163597,156709,185519,1555260
21795,152162,173499,205059,225102,233666,248483,229048,238421,251348,251149,260053,2467990
21797,205324,271649,341772,377092,403942,427764,429830,445983,472003,485923,549967,4411249
21798,38538,47375,69319,66943,72089,81992,80182,77192,79732,80840,86770,780972
21801,466870,501420,614351,621988,665122,675808,627672,626356,653258,662611,690054,6805510
21804,444335,523378,621405,678332,702182,734103,718393,710967,721580,743854,751548,7350077
21811,341186,455453,565770,623447,620172,664834,661545,645057,676495,675404,724667,6654030
21813,42465,56487,74325,77363,101636,87968,79335,81106,89349,88413,95989,874436
21814,5099,5576,5378,5694,5624,6593,6525,5939,5707,6311,6755,65201
21817,58859,67436,70417,75526,75396,81750,75897,74869,75755,77140,78184,811229
21821,9167,13601,15928,17760,17569,18019,17123,17082,17014,17037,15837,176137
21822,32012,42778,73636,67472,74275,78847,66129,65867,67430,66611,68295,703352
21826,54298,56212,63883,79223,77333,85429,90020,90386,91658,93474,103040,884956
21829,6014,7241,7928,8190,8809,8807,9019,8153,9164,9597,8818,91740
21830,49683,60104,78205,85254,87955,95200,98818,99925,101989,105907,112995,976035
21835,7137,7812,8187,8765,9278,9073,8179,7689,8808,8016,8146,91090
21837,29065,33644,42005,44677,48569,49797,51638,55887,50484,51311,54683,511760
21838,21403,24900,30692,31325,32948,35716,36209,35034,33397,34138,35792,351554
21840,6160,8298,8658,8058,8138,9544,9942,8112,9214,9577,9514,95215
21841,13296,15913,18274,20126,20008,21020,21846,20548,22086,20689,22321,216127
21842,243687,276822,387380,392997,369062,383600,342109,365428,378995,366613,398572,3905265
21849,46620,55030,59222,63997,66131,68264,65652,67428,69006,71028,76582,708960
21850,29854,35804,43059,48578,49388,54359,54147,54423,55302,58258,60613,543785
21851,94322,112180,120377,133978,136389,140256,139194,137796,142194,143253,144932,1444871
21853,85389,95393,111547,121781,133720,141941,134515,132662,139031,139494,143935,1379408
21856,14948,16493,20341,23605,22589,23113,22902,21931,22002,22869,23889,234682
21863,69863,79159,87198,97098,98936,105816,103974,102742,107623,112242,113067,1077718
21864,8086,10218,10655,12522,11529,11667,11910,13418,12706,14183,14168,131062
21865,6396,8210,9113,9626,9945,10099,10798,10220,10754,10429,12926,108516
21869,12563,15077,15944,16449,16635,18449,17084,17129,18395,17867,18392,183984
21871,23910,27160,30813,34595,36407,37193,35199,34258,37003,35353,38722,370613
21872,8931,11615,12873,13548,13820,14232,15511,13852,15339,16657,16096,152474
21874,27718,30262,36752,37541,39447,41520,43964,42346,44167,44682,44671,433070
21875,69354,76594,98591,115980,120035,129726,129657,134246,137439,141128,148367,1301117
21901,215434,251219,314117,342824,369880,395251,415050,433326,453189,459836,485123,4135249
21903,84648,102271,123299,135588,139014,156814,155820,158862,158322,157822,159440,1531900
21904,99259,117749,152562,157865,166892,172198,182151,188624,191063,192986,205787,1827136
21911,149118,176519,220517,243914,251592,274608,271204,275816,280642,277730,289015,2710675
21912,23015,27392,37059,42313,35374,38670,36542,41977,38910,37537,40238,399027
21915,71780,75753,87693,87578,100443,106057,110642,110810,113866,117779,108390,1090791
21917,36221,33800,59940,62720,65356,69265,69401,69635,72294,72187,74241,685060
21918,69035,77816,88761,93859,95941,103867,106972,110540,112817,112574,116352,1088534
21919,46187,56785,64088,69661,76522,88312,75672,76440,79223,81639,81703,796232
21921,640150,773832,875181,939406,967131,1051158,1045134,1054146,1089598,1104261,1143301,10683298
